emp_no,first_name,last_name,from_date,title
222935,Aiichiro,Chiola,1988-10-23,Senior Engineer
226313,Aiichiro,Christ,1996-04-06,Staff
418329,Aiichiro,Eiron,1993-04-23,Senior Staff
58102,Aiichiro,Erni,1999-09-16,Technique Leader
279111,Aiichiro,Herath,1988-07-20,Senior Engineer
411041,Aiichiro,Joslin,1998-05-01,Engineer
73375,Aiichiro,Kragelund,2000-01-15,Staff
278486,Aiichiro,Maraist,1985-06-19,Senior Staff
207295,Aiichiro,Motley,1998-01-19,Assistant Engineer
97938,Aiichiro,Plavsic,1986-03-27,Staff
249729,Aiichiro,Redmiles,1985-07-26,Senior Engineer
418110,Aiichiro,Roohalamini,1987-11-23,Assistant Engineer
288588,Aiichiro,Toyoshima,1991-04-12,Senior Engineer
79110,Aiichiro,Vecchi,1993-07-28,Engineer
46853,Aiichiro,Walston,1988-07-17,Senior Staff
451799,Aiman,Anick,1987-04-29,Engineer
54473,Aiman,Benaini,1987-10-14,Senior Staff
81468,Aiman,Bodoff,1987-05-16,Engineer
465657,Aiman,Garigliano,1988-01-30,Engineer
62236,Aiman,Georg,1991-11-07,Engineer
213180,Aiman,Heuser,1986-09-02,Senior Engineer
77181,Aiman,Irland,1997-08-04,Senior Engineer
414566,Aiman,Khalil,1987-04-02,Senior Staff
23784,Aiman,Merli,1998-04-11,Technique Leader
75066,Aiman,Mungall,1989-09-02,Senior Staff
202890,Aiman,Nicolson,1993-03-06,Technique Leader
89354,Aiman,Schicker,1987-01-04,Staff
423323,Aiman,Ventosa,1998-09-05,Technique Leader
484188,Aimee,Aloisi,1988-05-30,Senior Staff
475687,Aimee,Anandan,1986-09-03,Engineer
460229,Aimee,Avouris,1986-09-18,Senior Staff
474921,Aimee,Baak,1989-09-02,Senior Staff
467060,Aimee,Baik,1991-10-07,Senior Staff
13546,Aimee,Brookner,1988-10-26,Senior Engineer
428299,Aimee,Detkin,1988-02-25,Senior Engineer
240241,Aimee,Ginesta,1988-08-02,Senior Engineer
241965,Aimee,Kornatzky,1987-12-30,Staff
433665,Aimee,Kusalik,1999-08-29,Staff
450468,Aimee,Lakshmanan,1988-12-01,Assistant Engineer
458252,Aimee,Lorys,1996-03-22,Staff
439216,Aimee,Mateescu,1985-11-10,Senior Engineer
101440,Aimee,McAffer,1988-11-30,Senior Staff
247220,Aimee,Miyakawa,1998-12-18,Staff
47050,Aimee,Nyrup,1997-11-03,Staff
65316,Aimee,Papastamatiou,1990-04-05,Senior Engineer
11268,Aimee,Petersohn,1987-10-25,Senior Engineer
92417,Aimee,Pollacia,1987-09-11,Staff
488271,Aimee,Rahier,1989-01-09,Technique Leader
78373,Aimee,Schlumberger,1986-08-16,Senior Engineer
280169,Aimee,Sherertz,1985-05-30,Engineer
417450,Aimee,Shinomoto,1987-04-30,Staff
299575,Aimee,Spinelli,1988-05-22,Senior Engineer
103987,Aimee,Uhrik,1987-09-06,Senior Engineer
452608,Aimee,Yeung,1991-05-01,Senior Engineer
20586,Akeel,Clouatre,1988-03-07,Senior Engineer
66516,Akeel,Crouzet,1988-04-25,Senior Staff
459463,Akeel,Denis,1987-03-27,Senior Staff
218713,Akeel,Glowinski,1986-08-17,Engineer
269948,Akeel,Gopalakrishnan,1986-10-16,Technique Leader
427114,Akeel,Gustavson,1992-06-16,Senior Staff
251272,Akeel,Heuser,1990-09-07,Engineer
38156,Akeel,Honglei,1986-09-26,Staff
25537,Akeel,Ibel,1987-07-05,Staff
281586,Akeel,Jiang,1999-02-19,Engineer
98436,Akeel,Khalid,1985-05-15,Senior Engineer
54942,Akeel,Kusakari,1987-11-13,Senior Staff
469975,Akeel,Kusalik,1999-10-23,Engineer
479496,Akeel,Lenart,1987-12-07,Senior Staff
283110,Akeel,Leuchs,1993-07-29,Senior Engineer
49918,Akeel,Maksimenko,1985-07-25,Senior Engineer
295597,Akeel,Matzov,1988-05-23,Engineer
13156,Akeel,Millington,1992-08-18,Senior Engineer
408861,Akeel,Moffat,1987-06-18,Engineer
216860,Akeel,Monkewich,1987-01-11,Engineer
91521,Akeel,Murthy,1997-09-17,Staff
237047,Akeel,Peres,1989-02-22,Senior Staff
108218,Akeel,Piveteau,1985-09-05,Senior Engineer
456692,Akeel,Polupanov,1988-02-10,Senior Engineer
58366,Akeel,Schnabel,1987-11-03,Engineer
462151,Akeel,Templeman,1985-02-19,Senior Engineer
72799,Akeel,Usdin,1988-06-03,Senior Engineer
270634,Akeel,Vakili,1998-10-30,Senior Engineer
261805,Akeel,Veeraraghavan,1987-08-24,Senior Engineer
297140,Akeel,Zizka,1995-06-10,Engineer
473021,Akemi,Attimonelli,1996-10-01,Engineer
62155,Akemi,Basawa,1998-11-02,Assistant Engineer
481551,Akemi,Bednarek,1987-04-23,Senior Engineer
79411,Akemi,Beidas,1992-10-24,Staff
252419,Akemi,Bhattacharjee,1987-08-17,Assistant Engineer
10103,Akemi,Birch,1998-01-12,Engineer
265846,Akemi,Birge,1988-10-11,Staff
227554,Akemi,Borstler,1990-04-20,Engineer
219994,Akemi,Broomell,1997-02-19,Senior Staff
84720,Akemi,Champarnaud,1991-02-07,Staff
425882,Akemi,DasSarma,1985-04-25,Senior Staff
454987,Akemi,Fontet,1988-08-08,Engineer
476410,Akemi,Gunderson,1996-06-27,Staff
255828,Akemi,Kilgore,1992-03-20,Engineer
457184,Akemi,Makrucki,1985-05-22,Staff
87323,Akemi,Nastansky,1988-10-16,Senior Engineer
100112,Akemi,Naumovich,1994-06-30,Assistant Engineer
482188,Akemi,Panwar,1987-08-07,Senior Engineer
499197,Akemi,Rajaraman,1992-12-18,Senior Engineer
442709,Akemi,Renear,1988-11-16,Senior Staff
244591,Akemi,Sambasivam,1985-06-19,Senior Staff
95696,Akemi,Schaft,1998-09-04,Engineer
255647,Akemi,Smailagic,1992-07-21,Technique Leader
467511,Akemi,Thambidurai,1988-11-14,Staff
260667,Akemi,Weedon,1992-05-27,Engineer
51838,Akemi,Woycyznski,1991-05-25,Senior Staff
292458,Akeno,Armand,1990-02-13,Senior Staff
288776,Akeno,Baca,1989-07-12,Senior Staff
278610,Akeno,Benzmuller,2000-01-23,Senior Staff
57616,Akeno,Bergere,1997-05-01,Staff
486166,Akeno,Berztiss,1999-09-30,Engineer
278885,Akeno,Birch,1987-01-30,Staff
266821,Akeno,Cooke,1985-04-06,Senior Staff
295658,Akeno,Decleir,1997-08-10,Engineer
24727,Akeno,Gecseg,1988-12-14,Engineer
486262,Akeno,Genther,1987-07-11,Senior Engineer
288168,Akeno,Juneja,1986-04-22,Senior Staff
490850,Akeno,Karunanithi,1988-08-04,Senior Staff
487259,Akeno,Klerer,1989-05-11,Senior Engineer
205026,Akeno,Kulisch,1988-12-26,Senior Engineer
480865,Akeno,Lorch,1986-11-18,Assistant Engineer
244454,Akeno,Morrow,1985-10-26,Staff
471107,Akeno,Muhlberg,1987-09-09,Senior Engineer
461936,Akeno,Nishimukai,1987-03-15,Engineer
410720,Akeno,Pargas,1999-04-18,Staff
422812,Akeno,Pashtan,1986-12-03,Staff
63341,Akeno,Peck,1985-12-22,Senior Staff
237160,Akeno,Rande,1988-08-13,Engineer
283048,Akeno,Ruemmler,1991-10-30,Assistant Engineer
91451,Akeno,Savasere,1995-01-01,Assistant Engineer
492750,Akeno,Sewelson,1986-06-06,Engineer
278075,Akeno,Soicher,1985-02-08,Staff
26119,Akeno,Vesna,1995-12-16,Senior Engineer
61371,Akeno,Yetto,1986-01-08,Senior Staff
16954,Akhilish,Apsitis,1986-08-06,Staff
459269,Akhilish,Baek,1996-06-24,Technique Leader
239065,Akhilish,Braunmuhl,1986-05-20,Staff
461704,Akhilish,Bultermann,1987-04-30,Senior Staff
272119,Akhilish,Businaro,1990-03-03,Engineer
31495,Akhilish,Coombs,1986-11-30,Technique Leader
64728,Akhilish,Hedayat,1986-12-19,Senior Engineer
23001,Akhilish,Irland,1992-11-01,Engineer
239832,Akhilish,Kakkar,1985-10-18,Staff
58161,Akhilish,Karner,1987-06-27,Engineer
480376,Akhilish,Kieras,1988-11-02,Staff
69829,Akhilish,Koprowski,1990-05-27,Senior Engineer
245969,Akhilish,Kushner,1995-04-05,Staff
219581,Akhilish,Mansanne,1988-08-07,Engineer
402241,Akhilish,Mukaidono,1997-10-15,Staff
291534,Akhilish,Paciorek,1986-08-25,Staff
41836,Akhilish,Passino,1997-03-22,Senior Engineer
18806,Akhilish,Petereit,1986-05-29,Staff
52610,Akhilish,Tsukuda,1987-09-06,Engineer
254412,Akhilish,Vrecion,1992-05-24,Engineer
252749,Akhilish,Yeung,1999-08-28,Staff
499766,Akhilish,Zobel,1985-09-14,Staff
17125,Akhilish,Zweizig,1985-10-17,Engineer
226796,Aksel,Baar,1987-10-22,Senior Engineer
297795,Aksel,Baez,1985-11-08,Staff
251002,Aksel,Belinskaya,1987-11-05,Staff
65084,Aksel,Bhattacharjee,1985-11-25,Staff
200455,Aksel,Businaro,1986-01-24,Senior Staff
487601,Aksel,Emiris,1999-10-07,Engineer
24383,Aksel,Erev,1996-06-30,Senior Engineer
256961,Aksel,Farrar,1988-06-20,Engineer
262348,Aksel,Frezza,1988-01-04,Senior Staff
217070,Aksel,Gargeya,1985-04-24,Staff
273326,Aksel,Gulik,1986-01-14,Senior Staff
70217,Aksel,Iivonen,1993-12-07,Senior Staff
495283,Aksel,Kaelbling,1988-03-29,Senior Engineer
66170,Aksel,Ohori,1999-08-31,Senior Engineer
108176,Aksel,Piazza,1988-12-02,Senior Engineer
286982,Aksel,Ranze,1992-11-23,Senior Staff
448096,Aksel,Rouquie,1988-08-02,Technique Leader
36698,Aksel,Shackel,1988-04-08,Senior Staff
209654,Aksel,Stiles,1999-07-07,Senior Staff
262047,Aksel,Thibadeau,1985-05-07,Senior Engineer
228758,Aksel,Thummel,1990-08-26,Engineer
224368,Aksel,Ventosa,1985-07-06,Senior Staff
416795,Aksel,Wossner,1993-11-30,Senior Staff
475634,Alagu,Alameldin,1986-09-05,Senior Engineer
499898,Alagu,Azuma,1985-09-11,Staff
443307,Alagu,Bennis,1989-12-02,Engineer
51438,Alagu,Bernatsky,1993-12-27,Engineer
260246,Alagu,Birta,1995-11-04,Staff
11527,Alagu,Boyle,1999-01-28,Staff
249506,Alagu,Braunschweig,1986-08-29,Senior Staff
56020,Alagu,Byoun,1985-09-05,Senior Engineer
257667,Alagu,Dechter,1986-02-15,Senior Staff
428688,Alagu,Deville,1988-06-17,Staff
274985,Alagu,Emmerich,1985-07-17,Senior Engineer
103605,Alagu,Fraisse,1997-02-18,Technique Leader
498814,Alagu,Gecsei,1990-05-04,Senior Staff
476510,Alagu,Gimarc,1989-03-29,Staff
238869,Alagu,Glinert,1989-09-01,Senior Staff
445964,Alagu,Kaelbling,1994-07-27,Technique Leader
470739,Alagu,Kornyak,1988-01-13,Senior Engineer
91022,Alagu,Kropatsch,1999-05-27,Technique Leader
279249,Alagu,Litecky,1996-07-31,Staff
212178,Alagu,Lodder,1988-05-08,Senior Staff
30951,Alagu,Matzen,1987-08-26,Engineer
454979,Alagu,Milicic,1993-06-16,Engineer
204027,Alagu,Olano,1986-03-28,Staff
62836,Alagu,Ozeri,1987-03-27,Engineer
265626,Alagu,Pagter,1987-11-26,Senior Staff
296543,Alagu,Peek,1997-01-10,Staff
252496,Alagu,Polajnar,1996-11-01,Engineer
228982,Alagu,Ramsak,1985-04-03,Staff
31704,Alagu,Randt,1997-08-18,Senior Engineer
66314,Alagu,Sluis,1988-01-06,Senior Staff
410148,Alagu,Stanger,1994-12-29,Senior Engineer
205202,Alagu,Stemann,1995-04-21,Staff
241815,Alagu,Terlouw,1987-01-01,Assistant Engineer
427040,Alain,Asmuth,1988-04-05,Senior Staff
72264,Alain,Bale,1987-05-24,Senior Engineer
28933,Alain,Bernick,1986-01-24,Staff
10035,Alain,Chappelet,1988-09-05,Senior Engineer
291676,Alain,Constantine,1994-04-04,Engineer
50456,Alain,Eastman,1988-04-12,Senior Staff
416284,Alain,Ferretti,1988-12-18,Senior Engineer
492574,Alain,Georg,1988-08-30,Senior Engineer
299327,Alain,Griswold,1986-01-03,Engineer
39780,Alain,Gyorkos,1989-06-05,Technique Leader
423691,Alain,Hanratty,1987-08-13,Senior Engineer
91913,Alain,Hofmeyr,1992-07-03,Senior Engineer
105328,Alain,Hoppenstand,1993-11-12,Technique Leader
269913,Alain,Jervis,1995-01-23,Senior Staff
297444,Alain,Kading,1996-01-04,Senior Engineer
226275,Alain,Katiyar,1994-07-08,Senior Engineer
412340,Alain,Litecky,1986-10-03,Senior Engineer
24457,Alain,Merkl,1988-07-25,Senior Engineer
457189,Alain,Schnabel,1986-12-06,Senior Engineer
216032,Alain,Senzako,1986-04-12,Senior Engineer
495069,Alain,Takkinen,1998-04-28,Staff
432671,Alain,Ushiama,1991-04-13,Engineer
205924,Alain,Ventosa,1987-01-28,Senior Engineer
41149,Alain,Wiegley,1988-11-26,Engineer
429221,Alain,Zykh,1999-02-01,Technique Leader
69064,Alair,Babb,1985-04-23,Senior Engineer
439337,Alair,DiGiano,1991-10-28,Staff
219237,Alair,Driscoll,1987-06-08,Engineer
448779,Alair,Gelosh,1985-05-14,Engineer
232890,Alair,Herath,1986-03-13,Senior Staff
426791,Alair,Irland,1987-05-04,Senior Staff
407930,Alair,Kirkerud,1993-12-14,Senior Engineer
464933,Alair,Kriebel,1985-04-13,Technique Leader
92802,Alair,Luks,1986-06-05,Senior Staff
19329,Alair,Marletta,1994-02-04,Senior Engineer
403404,Alair,McClure,1995-09-07,Engineer
218408,Alair,McClurg,1986-09-13,Senior Engineer
429514,Alair,Merkl,1987-05-16,Senior Staff
36536,Alair,Miara,1996-10-16,Engineer
238200,Alair,Molenkamp,1986-02-23,Senior Engineer
92977,Alair,Naumovich,1985-10-13,Senior Staff
408825,Alair,Nitta,1998-04-25,Engineer
18251,Alair,Panangaden,1986-10-08,Senior Staff
445562,Alair,Pietracaprina,1998-01-09,Senior Staff
432122,Alair,Poupard,1998-12-10,Engineer
426099,Alair,Sherertz,2000-02-01,Staff
434758,Alair,Tzvieli,2000-01-11,Staff
55756,Alair,Warwick,1986-09-14,Senior Staff
255400,Alair,Yetto,1997-12-05,Engineer
68599,Alair,Zucker,1999-11-05,Staff
108676,Alassane,Angot,1992-09-20,Staff
92508,Alassane,Baaz,1986-02-17,Senior Staff
498752,Alassane,Bashian,1990-05-07,Staff
29729,Alassane,Bernatsky,1988-11-05,Senior Staff
226431,Alassane,Budinsky,1986-03-15,Engineer
248172,Alassane,Couchot,1993-08-15,Senior Staff
235245,Alassane,Denny,1999-05-19,Senior Engineer
70380,Alassane,Denos,1994-12-18,Senior Staff
81036,Alassane,Fargier,1986-12-20,Technique Leader
437098,Alassane,Gaughan,1987-06-24,Assistant Engineer
292141,Alassane,Ginneken,1987-01-20,Senior Staff
108109,Alassane,Holburn,1988-12-22,Engineer
290585,Alassane,Huhdanpaa,1997-08-26,Technique Leader
45177,Alassane,Iacovou,1996-08-07,Engineer
27273,Alassane,Jeong,1991-04-06,Technique Leader
200956,Alassane,Kadhim,1986-01-29,Senior Staff
426349,Alassane,Kaelbling,1986-11-07,Senior Engineer
284859,Alassane,Krogh,1985-09-22,Senior Engineer
239013,Alassane,Lamparter,1988-07-08,Senior Engineer
400121,Alassane,Lichtner,1991-03-06,Senior Engineer
87869,Alassane,Luit,1986-01-19,Senior Staff
224214,Alassane,Mateescu,1987-12-03,Assistant Engineer
91802,Alassane,Meriste,1988-07-28,Senior Staff
497088,Alassane,Picco,1986-02-02,Senior Staff
22833,Alassane,Plessier,1994-11-29,Assistant Engineer
462073,Alassane,Plump,1986-10-08,Staff
91933,Alassane,Radivojevic,1989-04-26,Senior Engineer
202364,Alassane,Riefers,1985-03-08,Engineer
485069,Alassane,Riexinger,1988-05-14,Senior Engineer
427959,Alassane,Ritzmann,1988-06-16,Engineer
414472,Alassane,Roisin,1985-03-28,Senior Engineer
212094,Alassane,Schmezko,1995-02-09,Staff
15382,Alassane,Siegrist,1985-12-26,Staff
496180,Alassane,Siepmann,1987-04-15,Senior Engineer
499464,Alassane,Tiemann,1988-12-21,Senior Engineer
477115,Alassane,Velasco,1991-05-17,Engineer
221276,Alassane,Weedman,1988-05-15,Senior Engineer
69507,Alassane,Weedon,1985-04-05,Staff
297730,Alassane,Zallocco,1990-09-13,Engineer
477990,Alejandra,Aingworth,1986-09-06,Senior Engineer
52976,Alejandra,Binding,1996-12-25,Engineer
57821,Alejandra,Bolotov,1986-10-26,Staff
477308,Alejandra,Brandsma,1985-02-23,Senior Staff
106192,Alejandra,Calkin,1989-09-24,Senior Engineer
277182,Alejandra,Comyn,1991-01-14,Senior Staff
476224,Alejandra,dAstous,1986-08-16,Staff
418946,Alejandra,Farrow,1988-02-17,Staff
97682,Alejandra,Gulik,1985-07-05,Staff
47627,Alejandra,Harbusch,1988-08-03,Senior Staff
210042,Alejandra,Hitomi,1996-07-18,Staff
451131,Alejandra,Jervis,1991-03-29,Senior Staff
254091,Alejandra,Jiang,1990-08-30,Senior Staff
84685,Alejandra,Jullig,1992-07-13,Senior Engineer
288789,Alejandra,Lanphier,1991-08-29,Senior Staff
448818,Alejandra,Maginnis,1988-01-03,Senior Staff
403247,Alejandra,McFarlin,1993-06-15,Staff
407274,Alejandra,Merel,1987-06-07,Senior Staff
436684,Alejandra,Molenkamp,1988-03-28,Senior Engineer
433949,Alejandra,Mondadori,1986-04-01,Senior Engineer
247681,Alejandra,Muniz,1988-09-05,Engineer
265279,Alejandra,Nishimukai,1990-04-20,Senior Engineer
256664,Alejandra,Poupard,1987-03-08,Senior Staff
83905,Alejandra,Savasere,1987-05-13,Staff
439687,Alejandra,Schlumberger,1988-10-30,Technique Leader
282841,Alejandra,Schwabacher,1988-10-16,Staff
466082,Alejandra,Sooriamurthi,1988-04-26,Senior Staff
33255,Alejandra,Straney,1990-10-09,Technique Leader
411328,Alejandra,Szilard,1985-07-02,Senior Engineer
215801,Alejandra,Underwood,1988-08-22,Senior Engineer
72907,Alejandra,Weisert,1999-11-20,Staff
484597,Alejandro,Barriga,1985-07-25,Engineer
96324,Alejandro,Bharadwaj,1985-05-01,Engineer
253126,Alejandro,Birta,1993-11-14,Staff
206262,Alejandro,Bugrara,1994-07-02,Staff
39276,Alejandro,Busillo,1985-04-07,Staff
48563,Alejandro,Candan,1988-05-29,Senior Staff
14899,Alejandro,Casley,1985-02-22,Senior Staff
446670,Alejandro,Gerteisen,1988-10-07,Senior Staff
201092,Alejandro,Hedayat,1996-01-28,Senior Engineer
37318,Alejandro,Isard,1990-05-21,Staff
451823,Alejandro,Janocha,1986-01-19,Senior Engineer
293583,Alejandro,Kaminger,1987-01-25,Engineer
210418,Alejandro,Krogh,1986-11-25,Senior Engineer
92248,Alejandro,Liesche,1998-03-26,Senior Engineer
87964,Alejandro,Luon,1992-03-11,Senior Staff
288057,Alejandro,Ozeri,1986-01-12,Engineer
67529,Alejandro,Passino,1990-08-10,Engineer
260418,Alejandro,Pezzoli,1987-05-13,Senior Engineer
413690,Alejandro,Radwan,1997-03-17,Senior Engineer
471549,Alejandro,Ramsak,1995-03-10,Engineer
461915,Alejandro,Sambasivam,1987-12-10,Senior Staff
402163,Alejandro,Sankaranarayanan,1988-11-14,Senior Engineer
70797,Alejandro,Tiemann,1987-08-28,Engineer
227726,Alejandro,Trystram,1985-09-30,Senior Staff
291637,Alejandro,Tsukuda,1987-10-13,Engineer
266789,Alejandro,Vesna,1992-07-01,Senior Staff
254861,Alejandro,Yamaashi,1996-12-20,Technique Leader
90734,Alejandro,Zirintsis,1990-01-28,Technique Leader
36355,Aleksandar,Alblas,1991-01-10,Senior Engineer
200317,Aleksandar,Angel,1999-07-22,Engineer
94354,Aleksandar,Apsitis,1992-07-19,Senior Engineer
214823,Aleksandar,Azulay,1985-10-19,Senior Engineer
282928,Aleksandar,Beilner,1986-03-08,Senior Staff
57119,Aleksandar,Bondorf,1989-01-20,Senior Staff
203149,Aleksandar,Borstler,1986-12-03,Engineer
236118,Aleksandar,Conti,1987-06-17,Engineer
490345,Aleksandar,Coullard,2000-01-31,Engineer
36916,Aleksandar,Danlos,1985-09-30,Senior Staff
286440,Aleksandar,Huttel,1993-06-08,Senior Engineer
274585,Aleksandar,Itzfeldt,1985-02-27,Staff
80372,Aleksandar,Khasidashvili,1999-06-07,Staff
67954,Aleksandar,Liedekerke,1992-10-11,Senior Engineer
53679,Aleksandar,Litzkow,1986-02-07,Senior Staff
21705,Aleksandar,Luon,1987-05-20,Senior Staff
201331,Aleksandar,Mamelak,1985-09-25,Senior Staff
66247,Aleksandar,Mitina,1986-08-12,Senior Engineer
454492,Aleksandar,Neimat,1987-03-09,Senior Staff
210437,Aleksandar,Pettis,1986-11-14,Staff
474801,Aleksandar,Slaats,1994-09-12,Assistant Engineer
470651,Aleksandar,Stellhorn,1986-08-17,Senior Engineer
213090,Aleksandar,Sudkamp,1994-03-28,Staff
255456,Aleksandar,Tibblin,1994-04-30,Staff
279488,Aleksandar,Vandervoorde,1986-01-03,Senior Engineer
215664,Aleksandar,Verhoeff,1986-08-19,Senior Staff
424134,Aleksandar,Wrigley,1987-11-19,Senior Engineer
403959,Aleksander,Androutsos,1988-04-06,Senior Staff
15821,Aleksander,Antonakopoulos,1988-06-09,Assistant Engineer
298311,Aleksander,Baar,1987-07-12,Senior Engineer
422066,Aleksander,Berendt,1993-01-10,Engineer
404221,Aleksander,Bernini,1995-04-29,Engineer
212699,Aleksander,Bierbaum,1992-08-16,Engineer
82540,Aleksander,Bratten,1991-11-15,Senior Engineer
63088,Aleksander,Chepyzhov,1988-05-16,Senior Staff
10623,Aleksander,Danlos,1992-01-15,Senior Engineer
11509,Aleksander,Feldhoffer,1987-11-12,Engineer
265435,Aleksander,Garnham,1987-12-12,Senior Staff
85391,Aleksander,Glinert,1997-01-02,Staff
67833,Aleksander,Iivonen,1990-11-02,Staff
35216,Aleksander,Karnin,1995-08-12,Technique Leader
486679,Aleksander,Kavvadias,1993-12-30,Senior Engineer
477345,Aleksander,Linares,1986-05-16,Senior Staff
109824,Aleksander,Luit,1997-07-29,Senior Staff
95893,Aleksander,Ossenbruggen,1986-03-28,Engineer
25882,Aleksander,Pellegrinelli,1985-06-07,Senior Staff
206355,Aleksander,Picci,1995-08-19,Engineer
477096,Aleksander,Puppe,1996-10-23,Senior Engineer
227781,Aleksander,Ramras,1995-06-09,Senior Staff
88919,Aleksander,Savasere,1987-03-21,Technique Leader
410307,Aleksander,Simmen,1995-01-13,Senior Staff
19744,Aleksander,Skafidas,1993-06-13,Engineer
215179,Aleksander,Soicher,1988-07-07,Senior Staff
75712,Aleksander,Sooriamurthi,1985-12-09,Senior Engineer
252479,Aleksander,Tasistro,1989-07-24,Engineer
456133,Aleksander,Ullian,1987-03-22,Senior Staff
268723,Aleksander,Wegerle,1989-02-13,Engineer
225941,Alenka,Angelopoulos,1985-02-09,Senior Staff
460655,Alenka,Azuma,1989-02-09,Staff
426417,Alenka,Cardazo,1986-08-02,Senior Staff
103128,Alenka,Crabtree,1989-11-26,Senior Engineer
22165,Alenka,Emiris,1994-08-20,Staff
254003,Alenka,Haumacher,1987-04-12,Senior Staff
25084,Alenka,Jullig,1985-04-15,Senior Engineer
46457,Alenka,Keohane,1988-01-09,Technique Leader
485822,Alenka,Koyama,1992-10-14,Staff
75538,Alenka,Krohm,1996-04-08,Senior Engineer
247477,Alenka,Kropp,1988-03-07,Senior Staff
31931,Alenka,Leppanen,1985-09-02,Senior Staff
268513,Alenka,Macedo,1986-04-26,Technique Leader
33784,Alenka,Mandelberg,1986-12-26,Senior Staff
225613,Alenka,Markovitch,1985-12-28,Engineer
265661,Alenka,Masamoto,1987-12-27,Engineer
210245,Alenka,Mungall,1986-05-21,Engineer
420669,Alenka,Nollmann,1985-08-17,Senior Engineer
432807,Alenka,Oppitz,1988-04-27,Staff
420499,Alenka,Picaronny,1986-11-20,Senior Staff
466186,Alenka,Redmiles,1985-03-20,Staff
287956,Alenka,Schwaller,1988-05-20,Staff
455088,Alenka,Sevcikova,1997-08-30,Engineer
52207,Alenka,Sifakis,1987-04-19,Senior Engineer
286334,Alenka,Sridhar,1988-10-06,Senior Engineer
35979,Alenka,Stanfel,1994-08-28,Staff
86905,Alenka,Streng,1990-10-30,Engineer
298939,Alenka,Thorensen,1986-10-24,Staff
445250,Alenka,Zaiane,1987-09-16,Senior Engineer
487294,Alenka,Zirintsis,1985-09-20,Technique Leader
484568,Alexius,Bahr,1997-02-13,Staff
431157,Alexius,Bernick,1993-02-01,Senior Engineer
45204,Alexius,Candan,1986-05-05,Engineer
57075,Alexius,Duclos,1994-08-19,Staff
489518,Alexius,Dulay,1999-12-04,Engineer
453577,Alexius,Erie,1989-02-07,Senior Staff
44292,Alexius,Georg,1987-01-18,Engineer
214204,Alexius,Glowinski,1986-07-10,Senior Staff
412413,Alexius,Hasham,1997-12-06,Engineer
205760,Alexius,Hettesheimer,1985-12-17,Staff
480319,Alexius,Hiltgen,1986-07-15,Engineer
468650,Alexius,Huttel,1985-05-05,Senior Engineer
55592,Alexius,Karcich,1985-02-11,Senior Staff
234601,Alexius,Lanzelotte,1985-09-06,Technique Leader
37882,Alexius,Mellouli,1997-12-12,Staff
422646,Alexius,Peltason,1992-01-07,Engineer
279594,Alexius,Ponthieu,1986-07-26,Senior Staff
477543,Alexius,Pouyioutas,1985-05-16,Senior Engineer
87133,Alexius,Schoegge,1986-05-21,Senior Staff
478075,Alexius,Stavenow,1985-11-11,Senior Staff
471782,Alexius,Strehl,1985-10-10,Engineer
49244,Alexius,Trelles,1992-02-10,Senior Staff
20651,Alexius,Vickson,1987-01-26,Senior Engineer
204812,Alexius,Zedlitz,1988-01-21,Senior Engineer
79073,Almudena,Bhattacharjee,1995-01-28,Senior Staff
284530,Almudena,Borstler,1994-03-23,Engineer
66361,Almudena,Boudaillier,1986-05-31,Staff
435617,Almudena,Broder,1988-05-25,Engineer
